Repeat,Feature,Score,Tumor type,Cohort
Repeat78,THBS1,0.04761904761904756,LC,discovery
Repeat61,THBS1,0.026190476190476097,LC,discovery
Repeat92,THBS1,0.088095238095238,LC,discovery
Repeat93,THBS1,0.01904761904761898,LC,discovery
Repeat35,THBS1,0.026190476190476097,LC,discovery
Repeat46,THBS1,0.05714285714285705,LC,discovery
Repeat87,THBS1,0.030952380952380842,LC,discovery
Repeat14,THBS1,0.030952380952380953,LC,discovery
Repeat52,THBS1,0.004761904761904634,LC,discovery
Repeat63,THBS1,0.023809523809523725,LC,discovery
Repeat97,THBS1,0.04047619047619033,LC,discovery
Repeat65,THBS1,0.052380952380952306,LC,discovery
Repeat41,THBS1,0.04523809523809519,LC,discovery
Repeat77,THBS1,0.04761904761904745,LC,discovery
Repeat76,THBS1,-0.0071428571428572285,LC,discovery
Repeat51,THBS1,0.04523809523809519,LC,discovery
Repeat75,THBS1,0.04047619047619033,LC,discovery
Repeat23,THBS1,0.011904761904761751,LC,discovery
Repeat11,THBS1,0.04047619047619033,LC,discovery
Repeat50,THBS1,-1.1102230246251565e-16,LC,discovery
Repeat68,THBS1,0.009523809523809379,LC,discovery
Repeat25,THBS1,0.030952380952380842,LC,discovery
Repeat59,THBS1,0.03571428571428559,LC,discovery
Repeat20,THBS1,0.02857142857142847,LC,discovery
Repeat37,THBS1,0.033333333333333215,LC,discovery
Repeat71,THBS1,0.04047619047619044,LC,discovery
Repeat47,THBS1,0.05952380952380942,LC,discovery
Repeat22,THBS1,0.009523809523809379,LC,discovery
Repeat12,THBS1,0.033333333333333215,LC,discovery
Repeat8,THBS1,0.009523809523809379,LC,discovery
Repeat13,THBS1,0.01904761904761887,LC,discovery
Repeat39,THBS1,0.023809523809523725,LC,discovery
Repeat3,THBS1,0.016666666666666607,LC,discovery
Repeat86,THBS1,0.016666666666666496,LC,discovery
Repeat40,THBS1,0.04047619047619044,LC,discovery
Repeat56,THBS1,0.02857142857142847,LC,discovery
Repeat19,THBS1,0.03571428571428559,LC,discovery
Repeat29,THBS1,0.033333333333333326,LC,discovery
Repeat5,THBS1,0.033333333333333326,LC,discovery
Repeat10,THBS1,0.04523809523809519,LC,discovery
Repeat80,THBS1,0.04047619047619044,LC,discovery
Repeat32,THBS1,0.04761904761904745,LC,discovery
Repeat53,THBS1,0.023809523809523725,LC,discovery
Repeat89,THBS1,0.014285714285714124,LC,discovery
Repeat42,THBS1,0.016666666666666607,LC,discovery
Repeat43,THBS1,0.021428571428571352,LC,discovery
Repeat27,THBS1,0.0357142857142857,LC,discovery
Repeat45,THBS1,0.042857142857142816,LC,discovery
Repeat73,THBS1,0.04999999999999993,LC,discovery
Repeat18,THBS1,0.04047619047619044,LC,discovery
Repeat83,THBS1,0.04761904761904756,LC,discovery
Repeat31,THBS1,0.04047619047619044,LC,discovery
Repeat72,THBS1,0.023809523809523725,LC,discovery
Repeat16,THBS1,0.011904761904761751,LC,discovery
Repeat49,THBS1,0.023809523809523614,LC,discovery
Repeat81,THBS1,0.03571428571428559,LC,discovery
Repeat28,THBS1,0.05714285714285705,LC,discovery
Repeat4,THBS1,0.04047619047619044,LC,discovery
Repeat90,THBS1,0.04761904761904756,LC,discovery
Repeat44,THBS1,0.03809523809523796,LC,discovery
Repeat62,THBS1,0.04047619047619033,LC,discovery
Repeat30,THBS1,0.030952380952380842,LC,discovery
Repeat66,THBS1,0.01904761904761887,LC,discovery
Repeat9,THBS1,-1.1102230246251565e-16,LC,discovery
Repeat54,THBS1,0.042857142857142705,LC,discovery
Repeat99,THBS1,0.030952380952380842,LC,discovery
Repeat98,THBS1,0.014285714285714124,LC,discovery
Repeat17,THBS1,0.01904761904761887,LC,discovery
Repeat82,THBS1,0.05714285714285705,LC,discovery
Repeat55,THBS1,0.02857142857142847,LC,discovery
Repeat1,THBS1,0.021428571428571352,LC,discovery
Repeat96,THBS1,0.033333333333333215,LC,discovery
Repeat48,THBS1,0.04523809523809519,LC,discovery
Repeat2,THBS1,0.042857142857142705,LC,discovery
Repeat69,THBS1,0.042857142857142816,LC,discovery
Repeat70,THBS1,0.011904761904761751,LC,discovery
Repeat34,THBS1,0.061904761904761796,LC,discovery
Repeat100,THBS1,0.0071428571428570065,LC,discovery
Repeat64,THBS1,0.04999999999999993,LC,discovery
Repeat94,THBS1,0.030952380952380842,LC,discovery
Repeat26,THBS1,0.023809523809523614,LC,discovery
Repeat67,THBS1,0.03809523809523796,LC,discovery
Repeat15,THBS1,0.03809523809523807,LC,discovery
Repeat7,THBS1,-0.014285714285714346,LC,discovery
Repeat95,THBS1,0.05714285714285705,LC,discovery
Repeat91,THBS1,0.02619047619047621,LC,discovery
Repeat60,THBS1,0.0357142857142857,LC,discovery
Repeat84,THBS1,-1.1102230246251565e-16,LC,discovery
Repeat79,THBS1,0.030952380952380842,LC,discovery
Repeat33,THBS1,0.016666666666666496,LC,discovery
Repeat72,YWHAB,0.042857142857142816,LC,discovery
Repeat44,YWHAB,0.011904761904761862,LC,discovery
Repeat70,YWHAB,-0.0071428571428572285,LC,discovery
Repeat9,YWHAB,0.00952380952380949,LC,discovery
Repeat47,YWHAB,0.01904761904761898,LC,discovery
Repeat42,YWHAB,0.00952380952380949,LC,discovery
Repeat75,YWHAB,0.016666666666666607,LC,discovery
Repeat96,YWHAB,0.023809523809523725,LC,discovery
Repeat7,YWHAB,0.0,LC,discovery
Repeat8,YWHAB,0.004761904761904745,LC,discovery
Repeat58,YWHAB,0.016666666666666607,LC,discovery
Repeat11,YWHAB,0.021428571428571352,LC,discovery
Repeat40,YWHAB,0.014285714285714235,LC,discovery
Repeat93,YWHAB,0.01904761904761898,LC,discovery
Repeat69,YWHAB,0.01904761904761898,LC,discovery
Repeat45,YWHAB,0.011904761904761862,LC,discovery
Repeat94,YWHAB,0.0,LC,discovery
Repeat49,YWHAB,0.01904761904761898,LC,discovery
Repeat73,YWHAB,0.016666666666666607,LC,discovery
Repeat43,YWHAB,0.030952380952380953,LC,discovery
Repeat41,YWHAB,0.0071428571428571175,LC,discovery
Repeat48,YWHAB,-0.011904761904762085,LC,discovery
Repeat71,YWHAB,0.011904761904761862,LC,discovery
Repeat10,YWHAB,0.014285714285714235,LC,discovery
Repeat63,YWHAB,0.021428571428571352,LC,discovery
Repeat21,YWHAB,0.00952380952380949,LC,discovery
Repeat74,YWHAB,0.021428571428571352,LC,discovery
Repeat46,YWHAB,0.014285714285714235,LC,discovery
Repeat6,YWHAB,-1.1102230246251565e-16,LC,discovery
Repeat95,YWHAB,0.00952380952380949,LC,discovery
Repeat87,YWHAB,0.02857142857142847,LC,discovery
Repeat50,YWHAB,0.0071428571428571175,LC,discovery
Repeat15,YWHAB,0.00952380952380949,LC,discovery
Repeat27,YWHAB,0.01904761904761898,LC,discovery
Repeat83,YWHAB,0.02857142857142847,LC,discovery
Repeat28,YWHAB,0.021428571428571352,LC,discovery
Repeat66,YWHAB,0.0023809523809523725,LC,discovery
Repeat17,YWHAB,0.026190476190476097,LC,discovery
Repeat54,YWHAB,0.0023809523809523725,LC,discovery
Repeat82,YWHAB,0.0071428571428571175,LC,discovery
Repeat29,YWHAB,0.0071428571428570065,LC,discovery
Repeat62,YWHAB,0.011904761904761862,LC,discovery
Repeat4,YWHAB,0.030952380952380953,LC,discovery
Repeat30,YWHAB,0.00952380952380949,LC,discovery
Repeat81,YWHAB,0.02857142857142847,LC,discovery
Repeat90,YWHAB,0.011904761904761862,LC,discovery
Repeat59,YWHAB,0.021428571428571352,LC,discovery
Repeat31,YWHAB,0.016666666666666607,LC,discovery
Repeat60,YWHAB,-0.0071428571428572285,LC,discovery
Repeat99,YWHAB,0.026190476190476097,LC,discovery
Repeat53,YWHAB,0.0071428571428571175,LC,discovery
Repeat80,YWHAB,0.014285714285714235,LC,discovery
Repeat89,YWHAB,0.021428571428571352,LC,discovery
Repeat18,YWHAB,0.026190476190476097,LC,discovery
Repeat98,YWHAB,0.0,LC,discovery
Repeat24,YWHAB,0.004761904761904634,LC,discovery
Repeat22,YWHAB,0.0,LC,discovery
Repeat57,YWHAB,0.0071428571428571175,LC,discovery
Repeat61,YWHAB,0.016666666666666607,LC,discovery
Repeat86,YWHAB,0.0071428571428571175,LC,discovery
Repeat20,YWHAB,0.0023809523809523725,LC,discovery
Repeat23,YWHAB,0.023809523809523725,LC,discovery
Repeat56,YWHAB,0.0071428571428571175,LC,discovery
Repeat100,YWHAB,0.023809523809523725,LC,discovery
Repeat85,YWHAB,0.0023809523809523725,LC,discovery
Repeat26,YWHAB,0.014285714285714235,LC,discovery
Repeat88,YWHAB,-0.009523809523809601,LC,discovery
Repeat19,YWHAB,0.016666666666666607,LC,discovery
Repeat65,YWHAB,0.00952380952380949,LC,discovery
Repeat64,YWHAB,0.0071428571428571175,LC,discovery
Repeat3,YWHAB,0.014285714285714235,LC,discovery
Repeat25,YWHAB,0.016666666666666607,LC,discovery
Repeat84,YWHAB,0.00952380952380949,LC,discovery
Repeat55,YWHAB,0.016666666666666496,LC,discovery
Repeat32,YWHAB,0.026190476190476097,LC,discovery
Repeat16,YWHAB,0.011904761904761862,LC,discovery
Repeat52,YWHAB,0.016666666666666607,LC,discovery
Repeat51,YWHAB,0.01904761904761887,LC,discovery
Repeat76,YWHAB,0.026190476190476097,LC,discovery
Repeat38,YWHAB,0.01904761904761898,LC,discovery
Repeat68,YWHAB,0.011904761904761862,LC,discovery
Repeat5,YWHAB,0.0071428571428571175,LC,discovery
Repeat35,YWHAB,0.011904761904761862,LC,discovery
Repeat78,YWHAB,0.0023809523809523725,LC,discovery
Repeat37,YWHAB,0.0071428571428571175,LC,discovery
Repeat12,YWHAB,0.023809523809523725,LC,discovery
Repeat2,YWHAB,0.026190476190476097,LC,discovery
Repeat77,YWHAB,-0.0071428571428572285,LC,discovery
Repeat1,YWHAB,0.016666666666666607,LC,discovery
Repeat97,YWHAB,0.023809523809523725,LC,discovery
Repeat13,YWHAB,0.021428571428571352,LC,discovery
Repeat36,YWHAB,0.014285714285714235,LC,discovery
Repeat14,YWHAB,0.01904761904761898,LC,discovery
Repeat92,YWHAB,0.02857142857142847,LC,discovery
Repeat67,YWHAB,0.016666666666666496,LC,discovery
Repeat91,YWHAB,0.01904761904761898,LC,discovery
Repeat33,YWHAB,0.026190476190476097,LC,discovery
Repeat79,YWHAB,0.014285714285714235,LC,discovery
Repeat39,YWHAB,0.01904761904761898,LC,discovery
Repeat34,YWHAB,0.023809523809523725,LC,discovery
Repeat57,IGFALS,-0.0023809523809523725,LC,discovery
Repeat3,PFKM,0.004761904761904745,LC,discovery
Repeat57,PFKM,-0.0023809523809523725,LC,discovery
Repeat4,IGFALS,0.0023809523809523725,LC,discovery
Repeat99,IGFALS,-0.0023809523809523725,LC,discovery
Repeat65,IGFALS,0.01904761904761898,LC,discovery
Repeat48,IGFALS,-0.0023809523809523725,LC,discovery
Repeat6,IGFALS,0.014285714285714235,LC,discovery
Repeat56,IGFALS,0.01904761904761898,LC,discovery
Repeat65,PFKM,0.01904761904761898,LC,discovery
Repeat69,IGFALS,0.0071428571428571175,LC,discovery
Repeat56,PFKM,0.01904761904761898,LC,discovery
Repeat51,IGFALS,0.0071428571428571175,LC,discovery
Repeat97,PFKM,0.00952380952380949,LC,discovery
Repeat48,PFKM,-0.0023809523809523725,LC,discovery
Repeat6,PFKM,0.014285714285714235,LC,discovery
Repeat99,PFKM,-0.0023809523809523725,LC,discovery
Repeat69,PFKM,0.0071428571428571175,LC,discovery
Repeat66,IGFALS,-0.009523809523809601,LC,discovery
Repeat51,PFKM,0.0071428571428571175,LC,discovery
Repeat5,PFKM,0.0071428571428571175,LC,discovery
Repeat68,PFKM,0.0023809523809523725,LC,discovery
Repeat66,PFKM,-0.009523809523809601,LC,discovery
Repeat4,PFKM,0.0023809523809523725,LC,discovery
Repeat64,PFKM,0.011904761904761862,LC,discovery
Repeat53,IGFALS,0.014285714285714235,LC,discovery
Repeat98,IGFALS,-0.011904761904761973,LC,discovery
Repeat5,IGFALS,0.0071428571428571175,LC,discovery
Repeat58,IGFALS,0.004761904761904745,LC,discovery
Repeat67,PFKM,0.00952380952380949,LC,discovery
Repeat7,IGFALS,0.00952380952380949,LC,discovery
Repeat98,PFKM,-0.011904761904761973,LC,discovery
Repeat7,PFKM,0.00952380952380949,LC,discovery
Repeat67,IGFALS,0.00952380952380949,LC,discovery
Repeat8,IGFALS,0.0,LC,discovery
Repeat49,PFKM,-0.0023809523809523725,LC,discovery
Repeat54,IGFALS,0.016666666666666607,LC,discovery
Repeat70,IGFALS,0.01904761904761898,LC,discovery
Repeat49,IGFALS,-0.0023809523809523725,LC,discovery
Repeat54,PFKM,0.016666666666666607,LC,discovery
Repeat68,IGFALS,0.0023809523809523725,LC,discovery
Repeat58,PFKM,0.004761904761904745,LC,discovery
Repeat97,IGFALS,0.00952380952380949,LC,discovery
Repeat50,IGFALS,0.014285714285714235,LC,discovery
Repeat50,PFKM,0.014285714285714235,LC,discovery
Repeat55,IGFALS,0.01904761904761898,LC,discovery
Repeat70,PFKM,0.01904761904761898,LC,discovery
Repeat55,PFKM,0.01904761904761898,LC,discovery
Repeat52,PFKM,0.016666666666666607,LC,discovery
Repeat53,PFKM,0.014285714285714235,LC,discovery
Repeat52,IGFALS,0.016666666666666607,LC,discovery
Repeat96,PFKM,0.016666666666666607,LC,discovery
Repeat76,PFKM,0.016666666666666607,LC,discovery
Repeat64,IGFALS,0.011904761904761862,LC,discovery
Repeat17,PFKM,-0.004761904761904856,LC,discovery
Repeat31,PFKM,0.014285714285714235,LC,discovery
Repeat31,IGFALS,0.014285714285714235,LC,discovery
Repeat82,IGFALS,0.0,LC,discovery
Repeat17,IGFALS,-0.004761904761904856,LC,discovery
Repeat30,PFKM,0.011904761904761862,LC,discovery
Repeat30,IGFALS,0.011904761904761862,LC,discovery
Repeat82,PFKM,0.0,LC,discovery
Repeat29,PFKM,0.004761904761904745,LC,discovery
Repeat79,IGFALS,0.0,LC,discovery
Repeat29,IGFALS,0.004761904761904745,LC,discovery
Repeat90,PFKM,-0.004761904761904856,LC,discovery
Repeat90,IGFALS,-0.004761904761904856,LC,discovery
Repeat83,IGFALS,0.014285714285714235,LC,discovery
Repeat83,PFKM,0.014285714285714235,LC,discovery
Repeat18,IGFALS,0.01904761904761898,LC,discovery
Repeat61,IGFALS,0.0,LC,discovery
Repeat81,PFKM,-0.0023809523809523725,LC,discovery
Repeat81,IGFALS,-0.0023809523809523725,LC,discovery
Repeat16,PFKM,0.004761904761904745,LC,discovery
Repeat91,IGFALS,0.004761904761904745,LC,discovery
Repeat79,PFKM,0.0,LC,discovery
Repeat92,IGFALS,0.0,LC,discovery
Repeat15,IGFALS,0.0071428571428571175,LC,discovery
Repeat34,PFKM,0.0357142857142857,LC,discovery
Repeat34,IGFALS,0.0357142857142857,LC,discovery
Repeat15,PFKM,0.0071428571428571175,LC,discovery
Repeat80,IGFALS,0.0023809523809523725,LC,discovery
Repeat33,PFKM,0.004761904761904745,LC,discovery
Repeat80,PFKM,0.0023809523809523725,LC,discovery
Repeat33,IGFALS,0.004761904761904745,LC,discovery
Repeat63,IGFALS,0.011904761904761862,LC,discovery
Repeat91,PFKM,0.004761904761904745,LC,discovery
Repeat32,PFKM,0.0,LC,discovery
Repeat16,IGFALS,0.004761904761904745,LC,discovery
Repeat32,IGFALS,0.0,LC,discovery
Repeat18,PFKM,0.01904761904761898,LC,discovery
Repeat28,PFKM,0.00952380952380949,LC,discovery
Repeat28,IGFALS,0.00952380952380949,LC,discovery
Repeat20,PFKM,0.01904761904761898,LC,discovery
Repeat24,IGFALS,0.00952380952380949,LC,discovery
Repeat86,IGFALS,0.011904761904761862,LC,discovery
Repeat86,PFKM,0.011904761904761862,LC,discovery
Repeat23,PFKM,0.00952380952380949,LC,discovery
Repeat23,IGFALS,0.00952380952380949,LC,discovery
Repeat88,PFKM,0.014285714285714235,LC,discovery
Repeat62,PFKM,0.011904761904761862,LC,discovery
Repeat88,IGFALS,0.014285714285714235,LC,discovery
Repeat21,IGFALS,0.023809523809523725,LC,discovery
Repeat87,IGFALS,-0.0071428571428572285,LC,discovery
Repeat21,PFKM,0.023809523809523725,LC,discovery
Repeat22,PFKM,-0.011904761904761973,LC,discovery
Repeat87,PFKM,-0.0071428571428572285,LC,discovery
Repeat22,IGFALS,-0.011904761904761973,LC,discovery
Repeat62,IGFALS,0.011904761904761862,LC,discovery
Repeat24,PFKM,0.00952380952380949,LC,discovery
Repeat20,IGFALS,0.01904761904761898,LC,discovery
Repeat1,PFKM,0.0023809523809523725,LC,discovery
Repeat25,IGFALS,0.004761904761904745,LC,discovery
Repeat27,PFKM,-0.0023809523809523725,LC,discovery
Repeat84,IGFALS,0.00952380952380949,LC,discovery
Repeat27,IGFALS,-0.0023809523809523725,LC,discovery
Repeat61,PFKM,0.0,LC,discovery
Repeat84,PFKM,0.00952380952380949,LC,discovery
Repeat89,PFKM,0.00952380952380949,LC,discovery
Repeat19,IGFALS,0.004761904761904745,LC,discovery
Repeat26,PFKM,0.016666666666666607,LC,discovery
Repeat26,IGFALS,0.016666666666666607,LC,discovery
Repeat19,PFKM,0.004761904761904745,LC,discovery
Repeat85,IGFALS,-0.011904761904761973,LC,discovery
Repeat1,IGFALS,0.0023809523809523725,LC,discovery
Repeat85,PFKM,-0.011904761904761973,LC,discovery
Repeat89,IGFALS,0.00952380952380949,LC,discovery
Repeat25,PFKM,0.004761904761904745,LC,discovery
Repeat71,IGFALS,0.00952380952380949,LC,discovery
Repeat60,PFKM,0.004761904761904745,LC,discovery
Repeat35,IGFALS,-0.0023809523809523725,LC,discovery
Repeat59,PFKM,0.00952380952380949,LC,discovery
Repeat73,PFKM,-0.0071428571428572285,LC,discovery
Repeat44,IGFALS,0.016666666666666607,LC,discovery
Repeat95,IGFALS,0.00952380952380949,LC,discovery
Repeat10,IGFALS,-0.01666666666666672,LC,discovery
Repeat10,PFKM,-0.01666666666666672,LC,discovery
Repeat2,IGFALS,0.004761904761904745,LC,discovery
Repeat43,PFKM,0.0071428571428571175,LC,discovery
Repeat43,IGFALS,0.0071428571428571175,LC,discovery
Repeat74,IGFALS,0.0,LC,discovery
Repeat100,IGFALS,-0.004761904761904856,LC,discovery
Repeat74,PFKM,0.0,LC,discovery
Repeat42,PFKM,0.014285714285714235,LC,discovery
Repeat42,IGFALS,0.014285714285714235,LC,discovery
Repeat11,IGFALS,0.011904761904761862,LC,discovery
Repeat92,PFKM,0.0,LC,discovery
Repeat44,PFKM,0.016666666666666607,LC,discovery
Repeat95,PFKM,0.00952380952380949,LC,discovery
Repeat75,IGFALS,0.011904761904761862,LC,discovery
Repeat73,IGFALS,-0.0071428571428572285,LC,discovery
Repeat71,PFKM,0.00952380952380949,LC,discovery
Repeat8,PFKM,0.0,LC,discovery
Repeat47,PFKM,0.014285714285714235,LC,discovery
Repeat47,IGFALS,0.014285714285714235,LC,discovery
Repeat96,IGFALS,0.016666666666666607,LC,discovery
Repeat46,PFKM,0.011904761904761862,LC,discovery
Repeat46,IGFALS,0.011904761904761862,LC,discovery
Repeat72,IGFALS,0.0071428571428571175,LC,discovery
Repeat9,IGFALS,0.02857142857142858,LC,discovery
Repeat2,PFKM,0.004761904761904745,LC,discovery
Repeat72,PFKM,0.0071428571428571175,LC,discovery
Repeat9,PFKM,0.02857142857142858,LC,discovery
Repeat45,PFKM,0.011904761904761862,LC,discovery
Repeat45,IGFALS,0.011904761904761862,LC,discovery
Repeat59,IGFALS,0.00952380952380949,LC,discovery
Repeat11,PFKM,0.011904761904761862,LC,discovery
Repeat94,PFKM,0.0,LC,discovery
Repeat41,PFKM,0.0023809523809523725,LC,discovery
Repeat77,IGFALS,0.016666666666666607,LC,discovery
Repeat38,IGFALS,0.0,LC,discovery
Repeat13,IGFALS,0.0071428571428571175,LC,discovery
Repeat13,PFKM,0.0071428571428571175,LC,discovery
Repeat77,PFKM,0.016666666666666607,LC,discovery
Repeat37,PFKM,0.01904761904761898,LC,discovery
Repeat37,IGFALS,0.01904761904761898,LC,discovery
Repeat63,PFKM,0.011904761904761862,LC,discovery
Repeat78,IGFALS,0.004761904761904745,LC,discovery
Repeat60,IGFALS,0.004761904761904745,LC,discovery
Repeat78,PFKM,0.004761904761904745,LC,discovery
Repeat36,PFKM,0.0071428571428571175,LC,discovery
Repeat14,IGFALS,0.0023809523809523725,LC,discovery
Repeat36,IGFALS,0.0071428571428571175,LC,discovery
Repeat14,PFKM,0.0023809523809523725,LC,discovery
Repeat35,PFKM,-0.0023809523809523725,LC,discovery
Repeat41,IGFALS,0.0023809523809523725,LC,discovery
Repeat3,IGFALS,0.004761904761904745,LC,discovery
Repeat12,PFKM,0.014285714285714235,LC,discovery
Repeat40,PFKM,0.014285714285714235,LC,discovery
Repeat93,IGFALS,0.014285714285714235,LC,discovery
Repeat100,PFKM,-0.004761904761904856,LC,discovery
Repeat93,PFKM,0.014285714285714235,LC,discovery
Repeat39,IGFALS,0.0357142857142857,LC,discovery
Repeat39,PFKM,0.0357142857142857,LC,discovery
Repeat75,PFKM,0.011904761904761862,LC,discovery
Repeat76,IGFALS,0.016666666666666607,LC,discovery
Repeat38,PFKM,0.0,LC,discovery
Repeat12,IGFALS,0.014285714285714235,LC,discovery
Repeat40,IGFALS,0.014285714285714235,LC,discovery
Repeat94,IGFALS,0.0,LC,discovery
Repeat64,MRPS21,-0.0023809523809523725,LC,discovery
Repeat63,MRPS21,0.004761904761904745,LC,discovery
Repeat65,CMBL,0.011904761904761862,LC,discovery
Repeat62,MRPS21,0.0,LC,discovery
Repeat100,CMBL,0.0071428571428571175,LC,discovery
Repeat100,MRPS21,0.0071428571428571175,LC,discovery
Repeat63,CMBL,0.004761904761904745,LC,discovery
Repeat64,CMBL,-0.0023809523809523725,LC,discovery
Repeat75,CMBL,0.016666666666666607,LC,discovery
Repeat65,MRPS21,0.011904761904761862,LC,discovery
Repeat80,CMBL,0.004761904761904745,LC,discovery
Repeat82,CMBL,-0.004761904761904856,LC,discovery
Repeat91,CMBL,0.011904761904761862,LC,discovery
Repeat81,MRPS21,0.004761904761904745,LC,discovery
Repeat91,MRPS21,0.011904761904761862,LC,discovery
Repeat81,CMBL,0.004761904761904745,LC,discovery
Repeat80,MRPS21,0.004761904761904745,LC,discovery
Repeat92,CMBL,0.021428571428571352,LC,discovery
Repeat93,MRPS21,0.004761904761904745,LC,discovery
Repeat79,MRPS21,0.016666666666666607,LC,discovery
Repeat92,MRPS21,0.021428571428571352,LC,discovery
Repeat79,CMBL,0.016666666666666607,LC,discovery
Repeat78,MRPS21,0.021428571428571352,LC,discovery
Repeat93,CMBL,0.004761904761904745,LC,discovery
Repeat78,CMBL,0.021428571428571352,LC,discovery
Repeat82,MRPS21,-0.004761904761904856,LC,discovery
Repeat83,CMBL,0.004761904761904745,LC,discovery
Repeat90,MRPS21,0.0071428571428571175,LC,discovery
Repeat83,MRPS21,0.004761904761904745,LC,discovery
Repeat90,CMBL,0.0071428571428571175,LC,discovery
Repeat84,CMBL,0.0023809523809523725,LC,discovery
Repeat84,MRPS21,0.0023809523809523725,LC,discovery
Repeat89,MRPS21,0.0,LC,discovery
Repeat85,CMBL,-0.009523809523809601,LC,discovery
Repeat85,MRPS21,-0.009523809523809601,LC,discovery
Repeat89,CMBL,0.0,LC,discovery
Repeat86,CMBL,-0.0023809523809523725,LC,discovery
Repeat86,MRPS21,-0.0023809523809523725,LC,discovery
Repeat88,MRPS21,0.014285714285714235,LC,discovery
Repeat87,CMBL,0.0023809523809523725,LC,discovery
